"team","season","qb_name","coach","line","line_adj","over_odds","under_odds","team_nick","team_color","team_color2","team_logo_espn","wins","total_outcome","hold","over_probability","under_probability","unique_id","wt_rating","sos_projected"
"WAS","2016","Kirk Cousins","Jay Gruden","7.5","7.5417604","-120","100","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","8","Over","0.045454547","0.5217391","0.47826087","WAS2016","-0.47080854","0.035917025"
"CHI","2016","Matt Barkley","John Fox","7.5","7.297319","145","-165","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","3","Under","0.030804776","0.39596564","0.60403436","CHI2016","-1.4432638","-0.50063795"
"LAC","2016","Philip Rivers","Mike McCoy","7.0","7.260333","-185","165","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","5","Under","0.026481297","0.6323767","0.36762336","LAC2016","-0.53843135","0.5003757"
"LAR","2016","Case Keenum","Jeff Fisher","7.5","7.2090898","175","-200","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","4","Under","0.030303031","0.3529412","0.64705884","LAR2016","-0.72593564","0.39596012"
"DET","2016","Matthew Stafford","Jim Caldwell","7.0","7.1545815","-150","130","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","9","Over","0.034782607","0.57983196","0.42016807","DET2016","-1.9790305","-0.073783375"
"NO","2016","Drew Brees","Sean Payton","7.0","7.1197267","-140","120","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","7","Push","0.03787879","0.5620438","0.4379562","NO2016","-0.6146066","0.68979436"
"TB","2016","Jameis Winston","Dirk Koetter","7.0","7.1197267","-140","120","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","9","Over","0.03787879","0.5620438","0.4379562","TB2016","-0.6039245","0.69992906"
"ATL","2016","Matt Ryan","Dan Quinn","7.0","7.082258","-130","110","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","11","Over","0.04140787","0.54274356","0.45725647","ATL2016","-2.5143943","1.1440316"
"MIA","2016","Ryan Tannehill","Adam Gase","7.0","6.8802733","120","-140","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","10","Over","0.03787879","0.4379562","0.5620438","MIA2016","-2.022999","0.35407826"
"PHI","2016","Carson Wentz","Doug Pederson","6.5","6.3454185","130","-150","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","7","Over","0.034782607","0.42016807","0.57983196","PHI2016","-2.898694","-0.22703385"
"TEN","2016","Marcus Mariota","Mike Mularkey","6.0","6.1545815","-150","130","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","9","Over","0.034782607","0.57983196","0.42016807","TEN2016","-2.8198335","0.18066593"
"SF","2016","Colin Kaepernick","Chip Kelly","5.5","5.417742","110","-130","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","2","Under","0.04140787","0.45725647","0.54274356","SF2016","-3.70119","0.77933687"
"CLE","2016","Cody Kessler","Hue Jackson","4.5","4.6545815","-150","130","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","1","Under","0.034782607","0.57983196","0.42016807","CLE2016","-5.6842794","0.23661236"
"NE","2017","Tom Brady","Bill Belichick","12.5","12.45824","100","-120","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","13","Over","0.045454547","0.47826087","0.5217391","NE2017","4.083822","-1.0155784"
"PIT","2017","Ben Roethlisberger","Mike Tomlin","10.5","10.654581","-150","130","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","13","Over","0.034782607","0.57983196","0.42016807","PIT2017","3.7114313","-0.5278479"
"SEA","2017","Russell Wilson","Pete Carroll","10.5","10.582258","-130","110","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","9","Under","0.04140787","0.54274356","0.45725647","SEA2017","5.344819","-0.11073169"
"GB","2017","Brett Hundley","Mike McCarthy","10.5","10.380273","120","-140","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","7","Under","0.03787879","0.4379562","0.5620438","GB2017","5.1207485","0.14242536"
"ATL","2017","Matt Ryan","Dan Quinn","9.5","9.5","-110","-110","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","10","Over","0.04761905","0.5","0.5","ATL2017","1.2379702","-0.15100314"
"OAK","2017","Derek Carr","Jack Del Rio","9.5","9.45824","100","-120","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","6","Under","0.045454547","0.47826087","0.5217391","OAK2017","3.6592355","0.40013894"
"DAL","2017","Dak Prescott","Jason Garrett","9.5","9.380273","120","-140","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","9","Under","0.03787879","0.4379562","0.5620438","DAL2017","4.314821","1.2907093"
"NYG","2017","Eli Manning","Ben McAdoo","9.0","9.082258","-130","110","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","3","Under","0.04140787","0.54274356","0.45725647","NYG2017","3.536711","1.0675572"
"CAR","2017","Cam Newton","Ron Rivera","9.0","9.04176","-120","100","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","11","Over","0.045454547","0.5217391","0.47826087","CAR2017","0.6569678","-0.8045463"
"KC","2017","Alex Smith","Andy Reid","9.0","9.04176","-120","100","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","10","Over","0.045454547","0.5217391","0.47826087","KC2017","2.1635175","0.77992284"
"TEN","2017","Marcus Mariota","Mike Mularkey","9.0","9.0","-110","-110","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","9","Push","0.04761905","0.5","0.5","TEN2017","0.4981227","-0.060479797"
"ARI","2017","Carson Palmer","Bruce Arians","8.5","8.687159","-160","140","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","8","Under","0.032051284","0.5962733","0.4037267","ARI2017","1.7882371","0.013425303"
"MIN","2017","Case Keenum","Mike Zimmer","8.5","8.582258","-130","110","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","13","Over","0.04140787","0.54274356","0.45725647","MIN2017","-0.31822982","-0.059693802"
"PHI","2017","Carson Wentz","Doug Pederson","8.5","8.54176","-120","100","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","13","Over","0.045454547","0.5217391","0.47826087","PHI2017","0.17617512","1.2807447"
"TB","2017","Jameis Winston","Dirk Koetter","8.5","8.54176","-120","100","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","5","Under","0.045454547","0.5217391","0.47826087","TB2017","1.3326023","-0.22581409"
"HOU","2017","Tom Savage","Bill O'Brien","8.5","8.45824","100","-120","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","4","Under","0.045454547","0.47826087","0.5217391","HOU2017","1.0857393","-0.27051735"
"CIN","2017","Andy Dalton","Marvin Lewis","8.5","8.380273","120","-140","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","7","Under","0.03787879","0.4379562","0.5620438","CIN2017","0.73405385","-0.46295348"
"BAL","2017","Joe Flacco","John Harbaugh","8.5","8.345419","130","-150","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","9","Over","0.034782607","0.42016807","0.57983196","BAL2017","0.9321418","-0.19665673"
"DEN","2017","Trevor Siemian","Vance Joseph","8.0","7.9582396","100","-120","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","5","Under","0.045454547","0.47826087","0.5217391","DEN2017","1.1500998","0.6437799"
"NO","2017","Drew Brees","Sean Payton","8.0","7.9582396","100","-120","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","11","Over","0.045454547","0.47826087","0.5217391","NO2017","-1.5476859","-0.33548668"
"IND","2017","Jacoby Brissett","Chuck Pagano","8.0","7.8454185","130","-150","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","4","Under","0.034782607","0.42016807","0.57983196","IND2017","-0.4238061","-0.63431513"
"LAC","2017","Philip Rivers","Anthony Lynn","7.5","7.6871586","-160","140","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","9","Over","0.032051284","0.5962733","0.4037267","LAC2017","0.07505814","0.11755448"
"DET","2017","Matthew Stafford","Jim Caldwell","7.5","7.3802733","120","-140","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","9","Over","0.03787879","0.4379562","0.5620438","DET2017","-0.100534804","0.5241676"
"WAS","2017","Kirk Cousins","Jay Gruden","7.5","7.3802733","120","-140","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","7","Under","0.03787879","0.4379562","0.5620438","WAS2017","0.60506105","1.2403896"
"MIA","2017","Jay Cutler","Adam Gase","7.0","7.082258","-130","110","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","6","Under","0.04140787","0.54274356","0.45725647","MIA2017","-1.5948274","-0.47053978"
"JAX","2017","Blake Bortles","Doug Marrone","6.5","6.562418","-125","105","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","10","Over","0.043360434","0.53246754","0.46753246","JAX2017","-4.4512587","-0.23991919"
"BUF","2017","Tyrod Taylor","Sean McDermott","6.5","6.3454185","130","-150","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","9","Over","0.034782607","0.42016807","0.57983196","BUF2017","-3.7426155","-0.5179021"
"LAR","2017","Jared Goff","Sean McVay","6.0","5.8128414","140","-160","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","11","Over","0.032051284","0.4037267","0.5962733","LAR2017","-3.8051617","0.56127"
"CHI","2017","Mitch Trubisky","John Fox","5.5","5.437582","105","-125","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","5","Under","0.043360434","0.46753246","0.53246754","CHI2017","-3.8963017","0.3818982"
"SF","2017","Brian Hoyer","Kyle Shanahan","5.0","4.9582396","100","-120","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","6","Over","0.045454547","0.47826087","0.5217391","SF2017","-4.719071","0.5473762"
"CLE","2017","DeShone Kizer","Hue Jackson","4.5","4.727712","-180","150","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","0","Under","0.042857144","0.6164383","0.38356164","CLE2017","-5.8081827","-0.052484255"
"NYJ","2017","Josh McCown","Todd Bowles","3.5","3.362542","125","-145","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","5","Over","0.03628118","0.42888403","0.571116","NYJ2017","-9.18454","-0.25243238"
"NE","2018","Tom Brady","Bill Belichick","11.0","11.04176","-120","100","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","11","Push","0.045454547","0.5217391","0.47826087","NE2018","2.213252","-0.5564075"
"PIT","2018","Ben Roethlisberger","Mike Tomlin","10.5","10.362542","125","-145","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","9","Under","0.03628118","0.42888403","0.571116","PIT2018","4.833535","0.12477732"
"PHI","2018","Carson Wentz","Doug Pederson","10.5","10.345419","130","-150","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","9","Under","0.034782607","0.42016807","0.57983196","PHI2018","3.2091746","0.5941378"
"MIN","2018","Kirk Cousins","Mike Zimmer","10.0","10.119727","-140","120","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","8","Under","0.03787879","0.5620438","0.4379562","MIN2018","4.4873657","0.119920805"
"LAR","2018","Jared Goff","Sean McVay","10.0","10.082258","-130","110","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","13","Over","0.04140787","0.54274356","0.45725647","LAR2018","1.6785706","0.56866896"
"GB","2018","Aaron Rodgers","Mike McCarthy","10.0","10.04176","-120","100","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","6","Under","0.045454547","0.5217391","0.47826087","GB2018","4.209824","0.012088755"
"NO","2018","Drew Brees","Sean Payton","9.5","9.619727","-140","120","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","13","Over","0.03787879","0.5620438","0.4379562","NO2018","2.4786143","1.3053282"
"LAC","2018","Philip Rivers","Anthony Lynn","9.5","9.582258","-130","110","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","12","Over","0.04140787","0.54274356","0.45725647","LAC2018","0.9452693","-0.42299092"
"ATL","2018","Matt Ryan","Dan Quinn","9.5","9.54176","-120","100","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","Under","0.045454547","0.5217391","0.47826087","ATL2018","3.9065704","0.71190244"
"JAX","2018","Blake Bortles","Doug Marrone","9.0","9.082258","-130","110","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","5","Under","0.04140787","0.54274356","0.45725647","JAX2018","1.7360573","-0.5785777"
"HOU","2018","Deshaun Watson","Bill O'Brien","8.5","8.619727","-140","120","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","11","Over","0.03787879","0.5620438","0.4379562","HOU2018","-0.455463","-0.92233664"
"BAL","2018","Joe Flacco","John Harbaugh","8.5","8.54176","-120","100","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","10","Over","0.045454547","0.5217391","0.47826087","BAL2018","0.51016504","0.16862021"
"CAR","2018","Cam Newton","Ron Rivera","8.5","8.417742","110","-130","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","7","Under","0.04140787","0.45725647","0.54274356","CAR2018","1.8934512","0.7891624"
"KC","2018","Patrick Mahomes","Andy Reid","8.5","8.398657","115","-135","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","12","Over","0.039584365","0.447406","0.552594","KC2018","-0.7129807","0.077000536"
"DAL","2018","Dak Prescott","Jason Garrett","8.5","8.380273","120","-140","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","10","Over","0.03787879","0.4379562","0.5620438","DAL2018","-0.1350032","0.5355536"
"SF","2018","Nick Mullens","Kyle Shanahan","8.5","8.345419","130","-150","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","4","Under","0.034782607","0.42016807","0.57983196","SF2018","0.96628827","0.0045639486"
"TEN","2018","Marcus Mariota","Mike Vrabel","8.0","8.0","-110","-110","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","9","Over","0.04761905","0.5","0.5","TEN2018","-0.14184463","-0.51040995"
"DET","2018","Matthew Stafford","Matt Patricia","7.5","7.5","-110","-110","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","6","Under","0.04761905","0.5","0.5","DET2018","-0.09271455","0.44684702"
"SEA","2018","Russell Wilson","Pete Carroll","7.5","7.4582396","100","-120","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","10","Over","0.045454547","0.47826087","0.5217391","SEA2018","-0.89323926","0.4310072"
"IND","2018","Andrew Luck","Frank Reich","7.5","7.417742","110","-130","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","10","Over","0.04140787","0.45725647","0.54274356","IND2018","-2.5283914","-0.45444363"
"CHI","2018","Mitch Trubisky","Matt Nagy","7.5","7.398657","115","-135","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","12","Over","0.039584365","0.447406","0.552594","CHI2018","-1.1023018","0.5122267"
"OAK","2018","Derek Carr","Jon Gruden","7.5","7.3802733","120","-140","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","4","Under","0.03787879","0.4379562","0.5620438","OAK2018","-1.1564633","-0.41462907"
"DEN","2018","Case Keenum","Vance Joseph","7.0","7.227712","-180","150","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","6","Under","0.042857144","0.6164383","0.38356164","DEN2018","-1.3526404","-0.33793256"
"NYG","2018","Eli Manning","Pat Shurmur","7.0","7.1197267","-140","120","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","5","Under","0.03787879","0.5620438","0.4379562","NYG2018","-0.55680126","0.6592606"
"CIN","2018","Andy Dalton","Marvin Lewis","7.0","7.101343","-135","115","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","6","Under","0.039584365","0.552594","0.447406","CIN2018","-1.0061784","0.2783553"
"WAS","2018","Alex Smith","Jay Gruden","7.0","7.082258","-130","110","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","7","Push","0.04140787","0.54274356","0.45725647","WAS2018","-0.49917784","0.7733163"
"MIA","2018","Ryan Tannehill","Adam Gase","6.5","6.6197267","-140","120","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","7","Over","0.03787879","0.5620438","0.4379562","MIA2018","-2.7444785","-0.55314606"
"TB","2018","Jameis Winston","Dirk Koetter","6.5","6.3454185","130","-150","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","5","Under","0.034782607","0.42016807","0.57983196","TB2018","-1.3547986","1.2483149"
"ARI","2018","Josh Rosen","Steve Wilks","6.0","6.082258","-130","110","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","3","Under","0.04140787","0.54274356","0.45725647","ARI2018","-2.405699","0.7584994"
"CLE","2018","Baker Mayfield","Gregg Williams","6.0","5.9582396","100","-120","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","7","Over","0.045454547","0.47826087","0.5217391","CLE2018","-2.803934","0.55524915"
"NYJ","2018","Sam Darnold","Todd Bowles","6.0","5.917742","110","-130","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","4","Under","0.04140787","0.45725647","0.54274356","NYJ2018","-3.982617","-0.5229995"
"BUF","2018","Josh Allen","Sean McDermott","5.5","5.3802733","120","-140","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","6","Over","0.03787879","0.4379562","0.5620438","BUF2018","-4.6307487","-0.09123252"
"NE","2019","Tom Brady","Bill Belichick","11.5","11.5","-110","-110","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","12","Over","0.04761905","0.5","0.5","NE2019","4.598349","-1.1420283"
"KC","2019","Patrick Mahomes","Andy Reid","10.5","10.582258","-130","110","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","12","Over","0.04140787","0.54274356","0.45725647","KC2019","2.019706","0.17235541"
"LAR","2019","Jared Goff","Sean McVay","10.5","10.362542","125","-145","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","9","Under","0.03628118","0.42888403","0.571116","LAR2019","5.0843763","0.19872598"
"NO","2019","Drew Brees","Sean Payton","10.5","10.345419","130","-150","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","13","Over","0.034782607","0.42016807","0.57983196","NO2019","4.0299892","0.49243155"
"PHI","2019","Carson Wentz","Doug Pederson","10.0","10.154581","-150","130","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","9","Under","0.034782607","0.57983196","0.42016807","PHI2019","2.780083","-0.45379955"
"LAC","2019","Philip Rivers","Anthony Lynn","10.0","9.880273","120","-140","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","5","Under","0.03787879","0.4379562","0.5620438","LAC2019","3.525149","-0.33032188"
"PIT","2019","Mason Rudolph","Mike Tomlin","9.5","9.5","-110","-110","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","8","Under","0.04761905","0.5","0.5","PIT2019","2.961225","-0.26506525"
"CHI","2019","Mitch Trubisky","Matt Nagy","9.0","9.119727","-140","120","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","8","Under","0.03787879","0.5620438","0.4379562","CHI2019","2.9867437","0.52810323"
"GB","2019","Aaron Rodgers","Matt LaFleur","9.0","9.119727","-140","120","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","13","Over","0.03787879","0.5620438","0.4379562","GB2019","0.7645695","0.19562577"
"MIN","2019","Kirk Cousins","Mike Zimmer","9.0","9.062418","-125","105","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","10","Over","0.043360434","0.53246754","0.46753246","MIN2019","1.0927405","0.5158523"
"DAL","2019","Dak Prescott","Jason Garrett","9.0","9.0","-110","-110","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","8","Under","0.04761905","0.5","0.5","DAL2019","2.2036803","-0.119925745"
"CLE","2019","Baker Mayfield","Freddie Kitchens","9.0","8.95824","100","-120","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","6","Under","0.045454547","0.47826087","0.5217391","CLE2019","1.746346","-0.44504637"
"SEA","2019","Russell Wilson","Pete Carroll","9.0","8.95824","100","-120","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","11","Over","0.045454547","0.47826087","0.5217391","SEA2019","1.1651819","0.7358365"
"ATL","2019","Matt Ryan","Dan Quinn","8.5","8.619727","-140","120","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","Under","0.03787879","0.5620438","0.4379562","ATL2019","2.141027","0.6086825"
"HOU","2019","Deshaun Watson","Bill O'Brien","8.5","8.5208025","-115","-105","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","10","Over","0.047078844","0.5108342","0.48916575","HOU2019","0.090471394","0.48256665"
"BAL","2019","Lamar Jackson","John Harbaugh","8.5","8.417742","110","-130","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","14","Over","0.04140787","0.45725647","0.54274356","BAL2019","0.16100329","-0.05818009"
"SF","2019","Jimmy Garoppolo","Kyle Shanahan","8.0","8.119727","-140","120","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","13","Over","0.03787879","0.5620438","0.4379562","SF2019","-1.1741494","0.61236674"
"CAR","2019","Kyle Allen","Ron Rivera","8.0","8.082258","-130","110","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","5","Under","0.04140787","0.54274356","0.45725647","CAR2019","0.92474645","0.34689787"
"JAX","2019","Gardner Minshew","Doug Marrone","8.0","8.0","-110","-110","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","6","Under","0.04761905","0.5","0.5","JAX2019","0.35805014","-0.050443944"
"TEN","2019","Ryan Tannehill","Mike Vrabel","8.0","7.8802733","120","-140","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","9","Over","0.03787879","0.4379562","0.5620438","TEN2019","-1.2690974","0.69219387"
"IND","2019","Jacoby Brissett","Frank Reich","7.5","7.5","-110","-110","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","7","Under","0.04761905","0.5","0.5","IND2019","-0.33560842","0.12766933"
"NYJ","2019","Sam Darnold","Adam Gase","7.5","7.5","-110","-110","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","7","Under","0.04761905","0.5","0.5","NYJ2019","-1.2029716","-0.7167741"
"BUF","2019","Josh Allen","Sean McDermott","7.0","7.1197267","-140","120","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","10","Over","0.03787879","0.5620438","0.4379562","BUF2019","-2.4258478","-0.48450655"
"DEN","2019","Joe Flacco","Vic Fangio","7.0","7.082258","-130","110","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","7","Push","0.04140787","0.54274356","0.45725647","DEN2019","-0.8508175","0.37060755"
"DET","2019","Matthew Stafford","Matt Patricia","6.5","6.6545815","-150","130","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","3","Under","0.034782607","0.57983196","0.42016807","DET2019","-1.821325","0.17367548"
"TB","2019","Jameis Winston","Bruce Arians","6.5","6.5","-110","-110","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","7","Over","0.04761905","0.5","0.5","TB2019","-1.7899839","0.5111679"
"NYG","2019","Daniel Jones","Pat Shurmur","6.0","5.937582","105","-125","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","4","Under","0.043360434","0.46753246","0.53246754","NYG2019","-3.7281077","-0.33388856"
"CIN","2019","Andy Dalton","Zac Taylor","6.0","5.8454185","130","-150","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","2","Under","0.034782607","0.42016807","0.57983196","CIN2019","-3.401963","0.15502034"
"WAS","2019","Case Keenum","Bill Callahan","6.0","5.8454185","130","-150","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","3","Under","0.034782607","0.42016807","0.57983196","WAS2019","-3.5128615","0.009406426"
"OAK","2019","Derek Carr","Jon Gruden","6.0","5.791962","145","-170","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","7","Over","0.037792895","0.39329934","0.60670066","OAK2019","-3.173516","0.4156053"
"ARI","2019","Kyler Murray","Kliff Kingsbury","5.0","5.0417604","-120","100","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","5","Push","0.045454547","0.5217391","0.47826087","ARI2019","-4.382632","0.71086097"
"MIA","2019","Ryan Fitzpatrick","Brian Flores","4.5","4.4582396","100","-120","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","5","Over","0.045454547","0.47826087","0.5217391","MIA2019","-6.1036644","0.27112538"
